-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2018 through 03/24/2019 
Location: Latitude  41.3963   Longitude 2.1748 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 302.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,QV2M,PRECTOTCORR,T2M
2019,1,23,15,96.1,9.38,3.54,0.0,10.86
2019,1,23,16,96.16,7.8,3.6,0.01,8.28
2019,1,23,17,96.21,6.61,3.66,0.01,6.26
2019,1,23,18,96.26,6.06,3.66,0.02,5.27
2019,1,23,19,96.33,6.17,3.66,0.04,4.82
2019,1,23,20,96.39,6.51,3.6,0.03,4.4
2019,1,23,21,96.43,6.03,3.48,0.04,3.6
2019,1,23,22,96.46,5.99,3.42,0.04,3.05
2019,1,23,23,96.48,6.41,3.3,0.06,2.78
2019,1,24,0,96.51,7.04,3.17,0.05,2.53
2019,1,24,1,96.55,7.76,3.05,0.03,2.3
2019,1,24,2,96.57,8.67,2.99,0.03,2.15
2019,1,24,3,96.55,9.59,2.93,0.03,2.13
2019,1,24,4,96.56,10.22,2.81,0.03,2.15
2019,1,24,5,96.59,10.09,2.69,0.04,1.85
2019,1,24,6,96.64,10.16,2.69,0.03,1.53
2019,1,24,7,96.69,10.12,2.69,0.02,1.53
2019,1,24,8,96.74,10.25,2.75,0.01,3.04
2019,1,24,9,96.78,10.69,2.75,0.01,5.3
2019,1,24,10,96.84,10.91,2.62,0.01,7.19
2019,1,24,11,96.86,10.34,2.56,0.01,8.3
2019,1,24,12,96.9,9.65,2.56,0.01,8.59
2019,1,24,13,96.94,9.07,2.5,0.01,8.46
2019,1,24,14,97.01,8.52,2.56,0.01,7.76
2019,1,24,15,97.07,7.44,2.69,0.01,6.61
2019,1,24,16,97.15,5.62,2.93,0.02,3.9
2019,1,24,17,97.22,5.01,2.99,0.02,1.85
2019,1,24,18,97.28,4.66,2.93,0.01,0.99
2019,1,24,19,97.32,4.36,2.87,0.01,0.46
2019,1,24,20,97.37,4.04,2.81,0.0,-0.3
2019,1,24,21,97.42,3.98,2.69,0.0,-0.72
2019,1,24,22,97.46,4.02,2.69,0.0,-0.78
2019,1,24,23,97.49,4.06,2.62,0.0,-0.76
2019,1,25,0,97.51,4.06,2.56,0.0,-0.7
2019,1,25,1,97.56,3.97,2.56,0.0,-0.49
2019,1,25,2,97.59,3.94,2.56,0.0,-0.1
2019,1,25,3,97.61,3.87,2.56,0.0,0.34
2019,1,25,4,97.64,3.92,2.69,0.0,0.5
2019,1,25,5,97.68,3.99,2.81,0.0,0.6
2019,1,25,6,97.7,4.03,2.99,0.0,0.75
2019,1,25,7,97.72,3.83,3.3,0.0,1.78
2019,1,25,8,97.72,3.75,3.78,0.0,5.3
2019,1,25,9,97.74,3.73,3.85,0.0,7.6
2019,1,25,10,97.78,3.32,4.03,0.0,9.9
2019,1,25,11,97.74,3.32,4.15,0.0,11.96
2019,1,25,12,97.67,3.47,4.33,0.0,13.5
2019,1,25,13,97.64,3.54,4.58,0.0,14.25
2019,1,25,14,97.66,3.25,5.07,0.0,13.99
2019,1,25,15,97.69,2.5,5.92,0.0,11.87
2019,1,25,16,97.72,3.13,5.31,0.0,8.62
2019,1,25,17,97.78,3.51,4.76,0.0,6.94
2019,1,25,18,97.84,3.71,4.64,0.0,6.19
2019,1,25,19,97.88,3.9,4.58,0.0,5.52
2019,1,25,20,97.92,4.05,4.52,0.0,5.01
2019,1,25,21,97.94,4.1,4.52,0.0,4.7
2019,1,25,22,98.0,4.0,4.46,0.0,4.73
2019,1,25,23,98.08,3.67,4.46,0.0,5.19
2019,1,26,0,98.13,3.41,4.39,0.01,5.64
2019,1,26,1,98.17,3.38,4.33,0.01,5.65
2019,1,26,2,98.18,3.59,4.27,0.01,5.19
2019,1,26,3,98.19,3.79,4.21,0.0,4.62
2019,1,26,4,98.19,3.75,4.15,0.0,4.37
2019,1,26,5,98.2,3.61,4.09,0.0,4.21
2019,1,26,6,98.21,3.54,4.09,0.0,3.83
2019,1,26,7,98.22,3.54,4.15,0.0,4.04
2019,1,26,8,98.22,3.16,4.76,0.0,7.51
2019,1,26,9,98.22,2.9,4.58,0.0,10.13
2019,1,26,10,98.23,1.38,4.58,0.0,12.69
2019,1,26,11,98.17,2.34,4.33,0.0,14.6
2019,1,26,12,98.07,2.64,4.52,0.0,15.01
2019,1,26,13,98.0,2.72,4.76,0.0,15.04
2019,1,26,14,97.95,2.92,4.82,0.0,14.64
2019,1,26,15,97.9,2.35,5.86,0.0,13.06
2019,1,26,16,97.87,3.0,5.62,0.0,9.36
2019,1,26,17,97.84,3.42,5.19,0.0,7.48
2019,1,26,18,97.82,3.54,5.19,0.0,6.56
2019,1,26,19,97.77,3.46,5.19,0.0,5.78
2019,1,26,20,97.71,3.28,5.13,0.0,5.28
2019,1,26,21,97.66,3.2,5.07,0.0,5.01
2019,1,26,22,97.62,3.31,4.94,0.0,4.85
2019,1,26,23,97.55,3.41,4.94,0.0,4.66
2019,1,27,0,97.47,3.48,4.94,0.0,4.44
2019,1,27,1,97.38,3.53,4.94,0.0,4.0
2019,1,27,2,97.3,3.55,4.82,0.0,3.45
2019,1,27,3,97.2,3.43,4.58,0.0,3.06
2019,1,27,4,97.12,3.32,4.46,0.0,2.81
2019,1,27,5,97.08,3.42,4.33,0.0,2.38
2019,1,27,6,97.05,3.68,4.21,0.0,2.09
2019,1,27,7,97.04,3.98,4.33,0.0,2.8
2019,1,27,8,97.05,5.52,4.46,0.0,5.65
2019,1,27,9,97.06,7.78,4.76,0.0,8.55
2019,1,27,10,97.06,9.65,4.82,0.0,11.71
2019,1,27,11,97.04,10.34,4.46,0.0,13.12
2019,1,27,12,96.98,10.03,4.52,0.01,13.37
2019,1,27,13,96.97,10.06,4.52,0.01,13.28
2019,1,27,14,96.98,9.59,4.33,0.01,12.88
2019,1,27,15,97.02,8.63,4.21,0.0,11.83
2019,1,27,16,97.09,7.19,4.21,0.0,9.23
2019,1,27,17,97.21,6.99,4.15,0.0,7.15
2019,1,27,18,97.33,6.74,3.97,0.0,5.98
2019,1,27,19,97.41,5.81,3.85,0.0,4.62
2019,1,27,20,97.44,5.06,3.78,0.0,3.77
2019,1,27,21,97.47,4.5,3.91,0.0,3.75
2019,1,27,22,97.48,4.39,3.97,0.01,3.58
2019,1,27,23,97.48,4.43,3.97,0.01,3.46
2019,1,28,0,97.48,4.57,3.97,0.01,3.47
2019,1,28,1,97.49,4.67,3.97,0.0,3.44
2019,1,28,2,97.49,4.8,3.85,0.0,2.37
2019,1,28,3,97.47,4.92,3.85,0.0,1.91
2019,1,28,4,97.39,4.92,3.91,0.01,1.61
2019,1,28,5,97.28,5.16,4.03,0.9,1.41
2019,1,28,6,97.19,6.62,4.33,0.97,2.05
2019,1,28,7,97.1,7.18,4.58,0.05,2.68
2019,1,28,8,97.0,8.4,4.76,0.01,4.33
2019,1,28,9,96.93,9.6,4.94,0.02,6.29
2019,1,28,10,96.92,11.16,5.25,0.01,8.54
2019,1,28,11,96.89,11.56,5.49,0.01,10.9
2019,1,28,12,96.84,11.47,5.31,0.02,12.76
2019,1,28,13,96.87,10.85,4.82,0.04,13.6
2019,1,28,14,96.92,9.33,4.64,0.05,13.5
2019,1,28,15,97.01,7.14,4.88,0.03,12.3
2019,1,28,16,97.1,5.69,5.0,0.01,9.55
2019,1,28,17,97.24,5.49,4.76,0.0,7.83
2019,1,28,18,97.33,5.1,4.52,0.0,6.7
2019,1,28,19,97.4,4.9,4.33,0.0,5.67
2019,1,28,20,97.47,4.89,4.21,0.0,4.95
2019,1,28,21,97.52,4.7,4.15,0.0,4.26
2019,1,28,22,97.58,4.48,4.03,0.0,3.64
2019,1,28,23,97.61,4.29,3.97,0.0,3.06
2019,1,29,0,97.64,4.14,3.91,0.0,2.56
2019,1,29,1,97.68,3.85,3.85,0.0,2.2
2019,1,29,2,97.69,3.63,3.78,0.0,1.92
2019,1,29,3,97.67,3.47,3.72,0.0,1.69
2019,1,29,4,97.66,3.06,3.78,0.0,1.97
2019,1,29,5,97.64,2.58,3.85,0.0,2.66
2019,1,29,6,97.6,1.71,3.85,0.0,3.6
2019,1,29,7,97.6,1.0,3.72,0.0,4.73
2019,1,29,8,97.58,0.14,3.85,0.0,5.9
2019,1,29,9,97.53,1.55,3.85,0.0,8.01
2019,1,29,10,97.51,2.47,3.91,0.0,9.26
2019,1,29,11,97.44,2.8,4.03,0.01,9.14
2019,1,29,12,97.35,2.89,4.27,0.04,8.8
2019,1,29,13,97.23,2.92,4.52,0.13,8.48
2019,1,29,14,97.12,3.35,4.76,0.28,8.33
2019,1,29,15,97.01,3.17,5.13,0.38,7.65
2019,1,29,16,96.94,3.24,5.31,0.39,6.26
2019,1,29,17,96.89,4.51,5.37,0.06,5.87
2019,1,29,18,96.87,5.41,5.55,0.06,5.85
2019,1,29,19,96.83,4.89,5.55,0.02,5.02
2019,1,29,20,96.81,5.71,5.49,0.01,4.68
2019,1,29,21,96.8,7.09,5.31,0.01,4.66
2019,1,29,22,96.8,7.27,5.07,0.0,4.1
2019,1,29,23,96.85,7.65,4.88,0.0,3.65
2019,1,30,0,96.89,7.47,4.7,0.0,3.24
2019,1,30,1,96.95,6.95,4.52,0.0,2.78
2019,1,30,2,96.99,6.93,4.33,0.0,2.62
2019,1,30,3,97.0,6.39,4.21,0.0,2.53
2019,1,30,4,97.05,5.64,4.03,0.0,2.22
2019,1,30,5,97.09,5.02,3.85,0.0,1.8
2019,1,30,6,97.14,4.4,3.85,0.0,1.84
2019,1,30,7,97.19,4.17,3.91,0.0,2.34
2019,1,30,8,97.24,4.69,4.21,0.0,4.63
2019,1,30,9,97.27,5.38,4.39,0.0,6.55
2019,1,30,10,97.28,5.71,4.46,0.0,8.56
2019,1,30,11,97.23,5.7,4.33,0.0,9.84
2019,1,30,12,97.14,5.7,4.27,0.0,10.53
2019,1,30,13,97.09,6.06,4.33,0.0,10.8
2019,1,30,14,97.06,6.49,4.46,0.0,10.62
2019,1,30,15,97.05,6.67,4.52,0.0,9.9
2019,1,30,16,97.04,5.73,4.58,0.0,7.81
2019,1,30,17,97.04,4.96,4.58,0.0,5.65
2019,1,30,18,97.03,4.71,4.52,0.0,4.82
2019,1,30,19,97.02,4.46,4.52,0.0,4.67
2019,1,30,20,96.99,4.01,4.52,0.0,4.4
2019,1,30,21,96.95,3.47,4.52,0.0,4.38
2019,1,30,22,96.9,3.18,4.58,0.0,4.42
2019,1,30,23,96.84,3.06,4.7,0.0,4.46
2019,1,31,0,96.74,2.99,4.7,0.01,4.29
2019,1,31,1,96.64,2.9,4.58,0.01,4.11
2019,1,31,2,96.54,2.82,4.46,0.02,3.9
2019,1,31,3,96.45,2.74,4.58,0.04,4.13
2019,1,31,4,96.38,2.99,4.76,0.02,4.3
2019,1,31,5,96.32,3.36,5.0,0.01,4.27
2019,1,31,6,96.31,3.46,5.13,0.0,4.15
2019,1,31,7,96.3,3.45,5.25,0.0,4.87
2019,1,31,8,96.3,4.57,5.49,0.0,7.08
2019,1,31,9,96.29,5.48,5.74,0.0,8.99
2019,1,31,10,96.3,6.14,6.04,0.01,10.82
2019,1,31,11,96.26,7.0,6.53,0.01,12.41
2019,1,31,12,96.21,7.33,6.9,0.0,13.04
2019,1,31,13,96.18,6.97,7.08,0.0,13.39
2019,1,31,14,96.17,6.08,7.08,0.01,13.32
2019,1,31,15,96.17,4.38,7.26,0.01,12.46
2019,1,31,16,96.15,2.72,7.08,0.01,10.08
2019,1,31,17,96.16,2.62,6.77,0.0,8.82
2019,1,31,18,96.18,2.53,6.65,0.0,8.52
2019,1,31,19,96.17,2.68,6.65,0.0,8.47
2019,1,31,20,96.15,3.19,6.53,0.0,8.52
2019,1,31,21,96.1,3.62,6.53,0.02,8.55
2019,1,31,22,96.06,3.74,6.53,0.07,8.4
2019,1,31,23,96.0,3.94,6.71,0.18,8.16
2019,2,1,0,95.92,4.07,7.02,0.29,8.2
2019,2,1,1,95.82,4.17,7.32,0.28,8.32
2019,2,1,2,95.72,4.29,7.51,0.4,8.6
2019,2,1,3,95.63,4.66,7.63,0.65,9.12
2019,2,1,4,95.57,5.47,7.75,0.81,9.73
2019,2,1,5,95.49,5.76,7.81,0.8,9.9
2019,2,1,6,95.47,6.08,7.87,0.26,10.02
2019,2,1,7,95.46,6.2,7.93,0.04,10.16
2019,2,1,8,95.47,6.35,7.93,0.02,10.38
2019,2,1,9,95.49,6.22,8.0,0.01,10.69
2019,2,1,10,95.5,7.32,7.57,0.0,12.08
2019,2,1,11,95.47,8.54,5.86,0.0,13.54
2019,2,1,12,95.43,8.86,4.88,0.0,13.98
2019,2,1,13,95.39,8.55,4.52,0.0,13.82
2019,2,1,14,95.39,7.54,4.39,0.0,13.39
2019,2,1,15,95.39,5.41,4.64,0.0,12.52
2019,2,1,16,95.4,3.39,5.19,0.0,9.48
2019,2,1,17,95.4,3.39,5.0,0.0,7.65
2019,2,1,18,95.4,3.64,5.13,0.14,7.44
2019,2,1,19,95.4,3.99,5.25,0.07,7.27
2019,2,1,20,95.38,4.2,5.19,0.05,7.19
2019,2,1,21,95.39,4.71,5.13,0.06,7.05
2019,2,1,22,95.4,4.93,5.07,0.02,6.12
2019,2,1,23,95.41,5.02,5.0,0.02,5.12
2019,2,2,0,95.43,5.24,5.0,0.05,4.28
2019,2,2,1,95.48,5.39,4.88,0.03,3.57
2019,2,2,2,95.52,5.3,4.76,0.01,2.82
2019,2,2,3,95.56,5.06,4.64,0.01,2.35
2019,2,2,4,95.6,5.7,4.64,0.01,2.85
2019,2,2,5,95.66,6.24,4.7,0.01,3.3
2019,2,2,6,95.72,6.16,4.76,0.01,3.48
2019,2,2,7,95.8,6.24,4.82,0.01,3.66
2019,2,2,8,95.87,6.71,4.82,0.03,4.65
2019,2,2,9,95.95,6.51,4.88,0.0,6.23
2019,2,2,10,96.05,6.42,4.7,0.01,8.57
2019,2,2,11,96.1,6.49,4.33,0.13,10.83
2019,2,2,12,96.13,6.7,3.97,0.08,11.94
2019,2,2,13,96.18,6.92,3.78,0.03,12.41
2019,2,2,14,96.26,6.96,3.66,0.0,12.19
2019,2,2,15,96.39,7.56,3.66,0.0,11.05
2019,2,2,16,96.57,8.34,3.48,0.0,8.88
2019,2,2,17,96.73,7.47,3.54,0.0,6.74
2019,2,2,18,96.85,7.08,3.54,0.0,5.56
2019,2,2,19,96.95,7.08,3.42,0.0,4.78
2019,2,2,20,97.02,7.0,3.23,0.0,3.99
2019,2,2,21,97.08,6.87,3.11,0.0,3.29
2019,2,2,22,97.13,6.5,2.99,0.0,2.55
2019,2,2,23,97.18,6.04,2.99,0.0,1.9
2019,2,3,0,97.22,5.58,2.93,0.0,1.42
2019,2,3,1,97.26,5.16,2.93,0.0,1.06
2019,2,3,2,97.3,5.1,2.81,0.0,0.84
2019,2,3,3,97.36,5.22,2.69,0.0,0.62
2019,2,3,4,97.43,5.57,2.62,0.0,0.51
2019,2,3,5,97.5,6.0,2.56,0.0,0.59
2019,2,3,6,97.57,6.06,2.56,0.0,0.61
2019,2,3,7,97.65,6.32,2.56,0.0,1.79
2019,2,3,8,97.71,7.18,2.5,0.0,4.37
2019,2,3,9,97.79,7.78,2.38,0.0,6.23
2019,2,3,10,97.87,8.02,2.32,0.0,7.83
2019,2,3,11,97.93,7.81,2.32,0.0,9.0
2019,2,3,12,97.97,7.82,2.32,0.0,9.39
2019,2,3,13,98.04,7.93,2.38,0.0,9.18
2019,2,3,14,98.12,7.74,2.5,0.0,8.62
2019,2,3,15,98.2,6.81,2.62,0.0,7.79
2019,2,3,16,98.27,5.19,2.99,0.0,5.34
2019,2,3,17,98.34,4.96,3.11,0.0,3.05
2019,2,3,18,98.38,4.83,3.05,0.0,2.3
2019,2,3,19,98.44,4.74,2.99,0.0,1.69
2019,2,3,20,98.5,4.6,2.93,0.0,1.08
2019,2,3,21,98.56,4.53,2.87,0.0,0.53
2019,2,3,22,98.61,4.4,2.75,0.0,-0.03
2019,2,3,23,98.66,4.25,2.69,0.0,-0.53
2019,2,4,0,98.71,3.94,2.62,0.0,-0.78
2019,2,4,1,98.73,3.52,2.56,0.0,-0.63
2019,2,4,2,98.77,3.2,2.5,0.0,-0.09
2019,2,4,3,98.8,3.13,2.5,0.0,-0.01
2019,2,4,4,98.84,3.12,2.62,0.0,0.19
2019,2,4,5,98.9,3.02,2.62,0.0,0.55
2019,2,4,6,98.94,3.05,2.56,0.0,0.51
2019,2,4,7,98.95,2.8,2.81,0.0,1.43
2019,2,4,8,98.96,2.64,2.81,0.0,4.05
2019,2,4,9,98.99,2.23,2.62,0.0,5.55
2019,2,4,10,99.03,1.22,2.38,0.0,7.77
2019,2,4,11,99.03,0.75,2.01,0.0,10.4
2019,2,4,12,98.99,1.65,2.01,0.0,11.23
2019,2,4,13,98.95,2.2,2.14,0.0,11.51
2019,2,4,14,98.92,2.84,2.38,0.0,11.21
2019,2,4,15,98.91,2.97,3.11,0.0,9.79
2019,2,4,16,98.91,2.9,3.78,0.0,6.05
2019,2,4,17,98.95,2.89,3.6,0.0,4.64
2019,2,4,18,98.98,2.64,3.78,0.0,5.05
2019,2,4,19,99.01,2.52,3.85,0.0,5.26
2019,2,4,20,99.03,2.51,3.91,0.0,5.38
2019,2,4,21,99.03,2.46,3.97,0.0,5.39
2019,2,4,22,99.03,2.33,3.97,0.0,5.43
2019,2,4,23,99.02,2.3,4.09,0.0,5.37
2019,2,5,0,99.0,2.18,4.15,0.01,5.2
2019,2,5,1,98.99,1.85,4.21,0.03,5.06
2019,2,5,2,98.96,1.42,4.27,0.04,4.95
2019,2,5,3,98.92,1.24,4.21,0.04,4.8
2019,2,5,4,98.91,1.36,4.15,0.04,4.54
2019,2,5,5,98.93,1.61,4.09,0.02,4.26
2019,2,5,6,98.95,1.8,4.09,0.01,4.08
2019,2,5,7,98.97,1.88,4.46,0.0,4.88
2019,2,5,8,99.0,2.17,4.76,0.0,7.5
2019,2,5,9,99.01,2.06,5.0,0.0,9.48
2019,2,5,10,99.0,1.85,5.19,0.0,12.83
2019,2,5,11,98.96,1.83,5.31,0.0,15.12
2019,2,5,12,98.88,1.5,5.74,0.0,16.51
2019,2,5,13,98.82,0.86,5.62,0.0,17.4
2019,2,5,14,98.81,0.16,5.55,0.0,17.5
2019,2,5,15,98.81,1.29,6.35,0.0,16.32
2019,2,5,16,98.84,2.33,6.77,0.0,12.65
2019,2,5,17,98.88,2.62,5.92,0.0,10.09
2019,2,5,18,98.92,2.27,5.86,0.0,9.3
2019,2,5,19,98.96,1.8,5.86,0.0,9.0
2019,2,5,20,98.97,1.21,5.86,0.0,9.03
2019,2,5,21,98.97,0.57,5.86,0.0,9.15
2019,2,5,22,98.97,0.27,5.86,0.0,9.19
2019,2,5,23,98.96,0.12,5.8,0.0,9.19
2019,2,6,0,98.94,0.29,5.74,0.0,9.12
2019,2,6,1,98.93,0.62,5.68,0.0,9.01
2019,2,6,2,98.9,0.89,5.62,0.0,8.62
2019,2,6,3,98.88,1.14,5.55,0.0,7.95
2019,2,6,4,98.86,1.42,5.55,0.0,7.59
2019,2,6,5,98.86,1.61,5.49,0.0,7.43
2019,2,6,6,98.89,1.57,5.49,0.0,6.9
2019,2,6,7,98.93,1.49,5.55,0.0,7.76
2019,2,6,8,98.96,1.32,5.8,0.0,10.15
2019,2,6,9,98.97,0.98,5.74,0.0,12.83
2019,2,6,10,98.96,1.57,5.86,0.0,14.65
2019,2,6,11,98.89,2.11,6.16,0.0,15.51
2019,2,6,12,98.8,2.51,6.29,0.0,15.98
2019,2,6,13,98.71,2.82,6.35,0.0,16.08
2019,2,6,14,98.66,3.12,6.41,0.0,15.74
2019,2,6,15,98.62,3.38,6.53,0.0,14.73
2019,2,6,16,98.61,2.78,7.02,0.0,11.6
2019,2,6,17,98.64,2.83,6.84,0.0,8.9
2019,2,6,18,98.67,2.39,7.02,0.0,8.18
2019,2,6,19,98.67,1.9,7.14,0.0,8.06
2019,2,6,20,98.66,1.45,7.2,0.0,8.13
2019,2,6,21,98.64,1.16,7.2,0.0,8.21
2019,2,6,22,98.6,0.99,7.14,0.0,8.19
2019,2,6,23,98.57,1.01,6.96,0.0,7.91
2019,2,7,0,98.53,1.26,6.77,0.0,7.53
2019,2,7,1,98.5,1.65,6.47,0.0,6.9
2019,2,7,2,98.46,2.32,6.1,0.0,5.66
2019,2,7,3,98.43,2.65,5.68,0.0,5.3
2019,2,7,4,98.41,2.67,5.25,0.0,5.75
2019,2,7,5,98.41,2.56,4.88,0.0,6.24
2019,2,7,6,98.42,2.46,4.64,0.01,6.43
2019,2,7,7,98.46,2.38,4.94,0.01,7.35
2019,2,7,8,98.5,2.15,5.37,0.0,10.02
2019,2,7,9,98.53,2.25,5.0,0.0,12.01
2019,2,7,10,98.54,1.8,5.49,0.0,13.79
2019,2,7,11,98.52,1.74,5.98,0.0,15.13
2019,2,7,12,98.48,1.5,6.04,0.0,15.77
2019,2,7,13,98.47,1.19,6.04,0.0,16.01
2019,2,7,14,98.45,1.23,6.1,0.0,15.83
2019,2,7,15,98.43,1.69,6.35,0.0,15.01
2019,2,7,16,98.45,2.28,7.14,0.0,11.92
2019,2,7,17,98.49,3.07,6.77,0.0,9.24
2019,2,7,18,98.58,3.0,7.14,0.0,8.24
2019,2,7,19,98.65,2.89,7.39,0.0,7.7
2019,2,7,20,98.72,2.45,7.45,0.0,8.68
2019,2,7,21,98.73,2.52,7.45,0.0,9.04
2019,2,7,22,98.74,1.91,7.45,0.0,9.04
2019,2,7,23,98.74,1.73,7.39,0.0,8.97
2019,2,8,0,98.73,1.66,7.32,0.0,8.82
2019,2,8,1,98.71,1.74,7.26,0.0,8.65
2019,2,8,2,98.68,1.84,7.02,0.0,8.22
2019,2,8,3,98.64,1.8,6.71,0.0,7.73
2019,2,8,4,98.62,1.73,6.35,0.0,7.13
2019,2,8,5,98.6,1.7,5.98,0.0,6.21
2019,2,8,6,98.6,1.78,5.74,0.0,5.91
2019,2,8,7,98.61,1.79,5.62,0.0,6.63
2019,2,8,8,98.62,2.19,5.62,0.0,8.98
2019,2,8,9,98.63,2.68,5.43,0.0,10.61
2019,2,8,10,98.63,3.96,5.37,0.0,12.33
2019,2,8,11,98.59,5.33,5.55,0.0,13.4
2019,2,8,12,98.52,5.95,5.74,0.0,13.69
2019,2,8,13,98.46,5.91,5.86,0.0,13.6
2019,2,8,14,98.41,5.48,6.04,0.0,13.33
2019,2,8,15,98.38,4.6,6.29,0.0,12.69
2019,2,8,16,98.35,3.25,6.65,0.0,10.44
2019,2,8,17,98.35,3.46,6.47,0.0,8.11
2019,2,8,18,98.36,3.39,6.59,0.0,7.33
2019,2,8,19,98.37,3.28,6.65,0.0,6.8
2019,2,8,20,98.38,3.19,6.59,0.0,6.46
2019,2,8,21,98.4,3.11,6.47,0.0,6.2
2019,2,8,22,98.42,3.07,6.16,0.0,6.03
2019,2,8,23,98.4,2.95,5.86,0.0,5.94
2019,2,9,0,98.36,2.76,5.55,0.0,5.92
2019,2,9,1,98.33,2.68,5.25,0.0,5.83
2019,2,9,2,98.29,2.72,5.07,0.0,5.7
2019,2,9,3,98.28,2.69,4.76,0.0,5.69
2019,2,9,4,98.29,2.49,4.39,0.0,5.88
2019,2,9,5,98.34,2.33,4.03,0.0,5.96
2019,2,9,6,98.41,2.45,3.91,0.0,5.62
2019,2,9,7,98.5,2.57,4.27,0.0,6.19
2019,2,9,8,98.58,2.95,4.46,0.0,9.4
2019,2,9,9,98.64,3.47,4.82,0.0,11.63
2019,2,9,10,98.67,3.91,5.31,0.0,13.68
2019,2,9,11,98.66,3.64,5.43,0.0,14.63
2019,2,9,12,98.61,3.34,5.55,0.0,15.14
2019,2,9,13,98.57,3.15,5.68,0.0,15.19
2019,2,9,14,98.53,3.03,5.8,0.0,14.76
2019,2,9,15,98.5,2.83,6.04,0.0,13.75
2019,2,9,16,98.46,2.34,6.77,0.0,10.96
2019,2,9,17,98.46,2.43,6.47,0.0,8.49
2019,2,9,18,98.48,1.94,6.65,0.0,8.17
2019,2,9,19,98.48,1.73,6.77,0.0,7.94
2019,2,9,20,98.47,1.94,6.9,0.0,7.4
2019,2,9,21,98.46,2.34,6.9,0.0,6.87
2019,2,9,22,98.43,2.62,6.84,0.0,6.56
2019,2,9,23,98.39,2.65,6.65,0.0,6.54
2019,2,10,0,98.34,2.65,6.47,0.0,6.66
2019,2,10,1,98.28,3.06,6.29,0.0,6.56
2019,2,10,2,98.21,3.47,6.1,0.0,6.33
2019,2,10,3,98.13,3.19,5.92,0.0,6.02
2019,2,10,4,98.09,3.02,5.74,0.0,5.12
2019,2,10,5,98.06,3.38,5.62,0.0,4.61
2019,2,10,6,98.05,3.79,5.55,0.0,4.11
2019,2,10,7,98.07,4.41,5.55,0.0,6.24
2019,2,10,8,98.08,6.06,5.68,0.0,8.9
2019,2,10,9,98.06,7.9,5.68,0.0,10.96
2019,2,10,10,98.03,9.21,5.74,0.0,12.65
2019,2,10,11,97.98,10.0,5.8,0.0,13.94
2019,2,10,12,97.92,10.67,5.98,0.0,14.59
2019,2,10,13,97.88,10.76,6.16,0.0,15.01
2019,2,10,14,97.85,10.06,6.29,0.0,15.49
2019,2,10,15,97.87,8.89,6.53,0.0,15.49
2019,2,10,16,97.91,7.71,6.71,0.0,14.23
2019,2,10,17,97.97,6.65,6.65,0.0,12.26
2019,2,10,18,98.06,5.39,6.53,0.0,10.59
2019,2,10,19,98.15,4.58,6.29,0.0,9.15
2019,2,10,20,98.23,4.11,5.92,0.0,8.12
2019,2,10,21,98.3,3.75,5.62,0.0,7.3
2019,2,10,22,98.35,3.29,5.19,0.0,7.13
2019,2,10,23,98.4,3.14,4.82,0.0,7.08
2019,2,11,0,98.48,3.36,4.46,0.0,6.55
2019,2,11,1,98.55,3.32,4.15,0.0,5.94
2019,2,11,2,98.59,3.72,4.03,0.0,4.87
2019,2,11,3,98.62,3.85,3.91,0.0,4.26
2019,2,11,4,98.66,3.96,3.78,0.0,3.67
2019,2,11,5,98.73,4.08,3.78,0.0,3.35
2019,2,11,6,98.8,4.2,3.78,0.0,3.06
2019,2,11,7,98.89,4.24,4.15,0.0,4.87
2019,2,11,8,98.95,4.96,4.15,0.0,7.86
2019,2,11,9,98.98,4.15,4.15,0.0,10.62
2019,2,11,10,99.01,3.46,3.97,0.0,12.83
2019,2,11,11,99.03,3.05,3.97,0.0,13.85
2019,2,11,12,99.0,2.64,4.15,0.0,14.45
2019,2,11,13,98.95,2.28,4.27,0.0,14.73
2019,2,11,14,98.93,1.94,4.21,0.0,14.68
2019,2,11,15,98.95,1.31,4.33,0.0,14.07
2019,2,11,16,99.0,0.82,5.13,0.0,12.15
2019,2,11,17,99.08,1.79,4.52,0.0,10.12
2019,2,11,18,99.18,2.47,4.76,0.0,8.53
2019,2,11,19,99.28,2.71,5.07,0.0,7.43
2019,2,11,20,99.36,2.7,5.31,0.0,6.67
2019,2,11,21,99.42,2.47,5.49,0.0,6.19
2019,2,11,22,99.45,2.07,5.62,0.0,6.16
2019,2,11,23,99.46,1.63,5.55,0.0,6.3
2019,2,12,0,99.47,1.41,5.31,0.0,6.38
2019,2,12,1,99.47,1.69,5.0,0.0,5.89
2019,2,12,2,99.46,2.15,4.64,0.0,5.12
2019,2,12,3,99.45,2.5,4.27,0.0,4.33
